what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322790225091
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322790228300
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322790239265
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322790245728
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322790280843
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322790282215
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322790305757
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322790306366
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322790310660
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322790329863
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322790330467
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322790331118
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322790335668
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322790337512
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1322790337513
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322790337573
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1322790390903
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322790392667
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322790397212
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322790431430
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322790456782
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1322790471430
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322790472599
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322790473303
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322790473869
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322790695200
