what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323139247948
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1323139247953
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139248060
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.show.outline",1323139249306
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139249358
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139252109
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1323139257151
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1323139257304
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323139258331
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.show.outline",1323139259297
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139259349
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139260531
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.show.outline",1323139264105
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139264155
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139266193
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323139269003
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323139271801
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139340008
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323139551411
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323139553396
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323139555915
