what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322364272823
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322364277624
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.show.outline",1322364280270
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322364280284
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322364281136
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.show.outline",1322364282557
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322364282570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322364283415
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322364284215
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322364285295
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1322364285296
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322364285315
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322364291279
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322364292214
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322364295588
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322364312322
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322364313218
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322364315840
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322364320012
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322364482344
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322364482777
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366260488
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322366265999
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366272580
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366273833
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366275809
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366314324
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322366315204
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366317148
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322366320031
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1322366320032
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366320054
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322366377802
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366381892
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366388306
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366390820
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366426969
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366430035
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366447721
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366450898
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366454259
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366456392
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366463588
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366466158
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366474760
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366481357
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366493575
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322366495958
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322366501139
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.show.outline",1322366505360
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366505376
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322366508056
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1322366514651
