what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322821300090
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322821302641
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1322821343925
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1322821344559
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821345427
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821432642
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821438556
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821445799
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821450918
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821462687
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821479581
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821487724
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821489459
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821572305
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821597267
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821631962
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821636051
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821641252
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821643631
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821647100
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821648975
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821656714
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821661371
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821667726
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821672407
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821676429
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821680983
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821687572
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821689669
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821785517
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821812473
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821863717
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322821865024
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322822043745
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322822045471
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322845752684
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322845764098
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322845765281
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322845766272
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322845796317
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322845797591
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322846254246
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322846255715
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322846257220
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322846260568
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322846265851
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322846267486
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1322846267488
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322846267559
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.show.outline",1322846271038
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322846271061
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322846272004
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322846279790
